ID;residual sugar;chlorides;flavanoids;free sulfur dioxide;total sulfur dioxide;density;pH;magnesium;sulphates;alcohol;lightness;quality
1645;15,55;0,058;0,38;50;134;0,9998;3,42;0,00;0,36;9,1;0,11;7
1646;9,4;0,048;0,38;50;149;0,9962;3,17;0,28;0,59;10,5;0,11;7
1647;7,5;0,054;0,38;42;151;0,9948;3,27;0,78;0,52;10,1;0,1;6
1648;1,2;0,036;0,38;20;99;0,99;3,05;0,46;0,28;12,1;0,09;7
1649;1,6;0,045;0,38;31;100;0,9942;3,4;0,83;0,59;10,2;0,11;5
1650;1,6;0,058;0,38;39;166;0,9965;3,65;0,62;0,52;9,4;0,11;4
1651;3,95;0,044;0,38;27;131;0,9912;3,08;0,29;0,67;12,8;0,09;7
1652;12,8;0,076;0,38;48;209;0,9978;3,12;0,75;0,58;9;0,12;6
1653;1;0,044;0,38;29;118;0,9928;3,24;0,97;0,36;10,9;0,1;4
1654;31,6;0,053;0,38;35;176;1,0103;3,15;0,94;0,38;8,8;0,13;6
1655;7,4;0,052;0,38;19;184;0,9956;3,11;0,85;0,38;9;0,13;5
1656;1,3;0,046;0,38;27;142;0,9936;3,09;0,79;0,59;10,2;0,11;5
1657;1,1;0,048;0,38;21;98;0,9929;3,19;0,58;0,48;9,2;0,11;5
1658;7,8;0,06;0,38;34;162;0,9966;3,26;0,74;0,58;11,3;0,09;6
1659;7,7;0,05;0,38;52;220;0,9964;3,12;0,04;0,45;8,8;0,12;5
1660;7,7;0,049;0,38;53;217;0,996;3,16;0,11;0,4;9,3;0,11;5
1661;7,8;0,049;0,38;62;217;0,9959;3,17;0,94;0,45;9,4;0,11;6
1662;8,3;0,047;0,38;54;191;0,9954;3,23;0,80;0,4;10,3;0,1;6
1663;1,4;0,047;0,38;30;114;0,9914;2,92;0,57;0,42;10,8;0,11;7
1664;31,6;0,053;0,38;35;176;1,0103;3,15;0,49;0,38;8,8;0,13;6
1665;15,4;0,059;0,38;32;177;1,0004;3,27;0,02;0,58;9;0,13;4
1666;1;0,036;0,38;48;114;0,9911;3,41;0,59;0,51;11,5;0,09;8
1667;1;0,04;0,38;8;84;0,9938;3,25;0,99;0,43;10,8;0,11;5
1668;5,9;0,055;0,38;33;128;0,9927;2,95;0,12;0,51;11,8;0,09;6
1669;1,2;0,033;0,38;20;72;0,9922;3,12;0,05;0,38;10,5;0,11;7
1670;1,2;0,036;0,38;10;124;0,9924;3,14;0,27;0,44;9,9;0,1;6
1671;6,7;0,046;0,38;33;160;0,9963;3,2;0,99;0,56;9,8;0,12;6
1672;6,5;0,028;0,38;27;87;0,9936;3,4;0,27;0,42;11,4;0,09;7
1673;4,8;0,138;0,38;41;168;0,9951;3,2;0,42;0,38;9,3;0,12;5
1674;5,3;0,137;0,38;35;163;0,9951;3,2;0,66;0,38;9,3;0,12;5
1675;8,9;0,046;0,38;82;188;0,9955;3,3;0,92;0,44;10,3;0,1;6
1676;8,8;0,047;0,38;65;224;0,9961;3,17;0,41;0,47;8,9;0,13;5
1677;6,5;0,028;0,38;27;87;0,9936;3,4;0,22;0,42;11,4;0,09;7
1678;1,8;0,032;0,38;60;156;0,992;3,11;0,03;0,35;11,1;0,1;6
1679;6,6;0,045;0,38;42;170;0,9944;3,36;0,66;0,45;10,4;0,1;6
1680;5,7;0,034;0,38;18;117;0,9944;3,33;0,54;0,43;10,1;0,11;5
1681;18,35;0,054;0,38;44;197;1,0008;3,22;0,33;0,55;9;0,12;5
1682;10;0,046;0,38;49;212;0,9962;3,74;0,75;0,55;11,9;0,09;6
1683;14,4;0,055;0,38;55;205;0,9986;3,12;0,22;0,38;9;0,13;7
1684;14,4;0,055;0,38;55;205;0,9986;3,12;0,87;0,38;9;0,11;7
1685;17,85;0,049;0,38;41,5;195;1;3,06;0,48;0,44;9,1;0,11;7
1686;14,4;0,055;0,38;55;205;0,9986;3,12;0,48;0,38;9;0,12;7
1687;9,4;0,047;0,38;42;147;0,9982;3,46;0,07;0,72;10;0,11;5
1688;17,85;0,049;0,38;41,5;195;1;3,06;0,43;0,44;9,1;0,12;7
1689;1,55;0,041;0,38;118,5;216;0,9949;3,55;0,55;0,63;9,4;0,12;3
1690;1,3;0,034;0,38;28;123;0,9915;3,27;0,40;0,55;11,4;0,09;6
1691;1,5;0,05;0,38;7;175;0,9951;3,11;0,92;0,45;9,7;0,12;4
1692;14,4;0,055;0,38;55;205;0,9986;3,12;0,14;0,38;9;0,12;7
1693;4,2;0,04;0,38;41;213;0,9927;3,28;0,90;0,49;11,8;0,1;6
1694;8,6;0,048;0,38;54;198;0,9955;3,25;0,69;0,41;10,2;0,11;5
1695;1,4;0,06;0,38;47;150;0,9952;3,37;0,30;0,42;9,2;0,12;6
1696;3;0,036;0,38;35;132;0,9928;3,25;0,50;0,4;11;0,11;6
1697;14,9;0,041;0,38;47;190;0,9982;3,08;0,27;0,31;10;0,11;6
1698;2;0,038;0,38;39;190;0,9914;3,32;0,26;0,37;12,2;0,09;6
1699;4,2;0,04;0,38;41;213;0,9927;3,28;0,85;0,49;11,8;0,1;6
1700;2,2;0,043;0,38;35;175;0,9918;3,38;0,91;0,43;11,6;0,1;6
1701;1,8;0,043;0,38;25;121;0,9944;3,44;0,24;0,61;10,2;0,11;6
1702;11,1;0,033;0,38;43;208;0,9969;3,14;0,09;0,46;10,3;0,11;5
1703;4,2;0,046;0,38;6;114;0,9955;3,25;0,83;0,35;8,6;0,13;4
1704;6,4;0,058;0,38;27;151;0,9954;3,16;0,49;0,44;9,6;0,11;5
1705;6,4;0,057;0,38;25;148;0,9955;3,16;0,16;0,45;9,6;0,11;5
1706;1,5;0,035;0,38;32;127;0,9921;3,41;0,24;0,47;11,3;0,1;6
1707;1,5;0,038;0,38;38;157;0,9934;3,41;0,79;0,55;9,9;0,11;6
1708;16,95;0,056;0,38;48;179;0,9998;3,45;0,90;0,4;9,6;0,11;5
1709;1,7;0,051;0,38;25;161;0,9946;3,36;0,92;0,6;10,6;0,11;4
1710;13,6;0,055;0,38;50;180;0,9984;3,44;0,21;0,39;9,8;0,12;5
1711;1,6;0,032;0,38;10;67;0,9924;3,08;0,68;0,47;10,5;0,1;5
1712;6,1;0,037;0,38;31;120;0,9939;3,24;0,18;0,51;10,8;0,09;5
1713;3;0,061;0,38;25;178;0,995;3,22;0,26;0,51;10;0,11;6
1714;6,2;0,059;0,38;23;136;0,9957;3,3;0,58;0,49;10,1;0,1;6
1715;6,6;0,123;0,38;35;116;0,9953;3,07;0,63;0,48;9,4;0,11;5
1716;1,6;0,04;0,38;43;148;0,9912;3,32;0,01;0,59;11,5;0,09;8
1717;6;0,046;0,38;29;108;0,9939;3,26;0,81;0,5;10,8;0,1;6
1718;1,5;0,044;0,38;19;142;0,9921;3,1;0,19;0,43;9,9;0,1;6
1719;1,7;0,05;0,38;28;178;0,9954;3,16;0,21;0,43;9;0,13;4
1720;1,8;0,043;0,38;24;69;0,9933;3,38;0,60;0,31;9,4;0,13;6
1721;2,6;0,044;0,38;30;180;0,9941;3,46;0,30;0,44;10,8;0,09;7
1722;2,7;0,052;0,38;24;190;0,995;3,5;0,33;0,45;10,9;0,1;7
1723;19,5;0,041;0,38;33;148;0,9977;3,24;0,54;0,38;12;0,1;6
1724;1,6;0,04;0,38;43;148;0,9912;3,32;0,44;0,59;11,5;0,1;8
1725;5;0,056;0,38;31;122;0,9945;3,47;0,65;0,42;10,5;0,11;6
1726;4,6;0,064;0,38;55;152;0,9952;3,29;0,13;0,37;9,3;0,13;6
1727;6,4;0,034;0,38;28;97;0,9924;3,23;0,07;0,44;11,8;0,09;6
1728;14,5;0,045;0,38;68;212;0,9986;3,48;0,77;0,36;10;0,12;6
1729;6,6;0,123;0,38;35;116;0,9953;3,07;0,91;0,48;9,4;0,12;5
1730;6,7;0,036;0,38;45;138;0,9939;3,2;0,04;0,68;11,4;0,09;6
1731;1,1;0,031;0,38;40;99;0,9929;2,94;0,88;0,3;10,4;0,1;6
1732;13,8;0,055;0,38;68;198;0,9988;3,36;0,89;0,37;9,5;0,12;6
1733;2,5;0,031;0,38;48;111;0,9906;3,14;0,98;0,32;11,9;0,09;5
1734;1,1;0,041;0,38;49;123;0,9914;2,99;0,70;0,45;11,1;0,09;6
1735;9,6;0,057;0,38;50;185;0,9978;3,39;0,94;0,38;9,6;0,11;6
1736;4,6;0,042;0,38;56;178;0,9928;3,29;0,20;0,47;12;0,08;6
1737;3,1;0,052;0,38;15;104;0,9948;3,14;0,07;0,42;8,7;0,13;5
1738;9,6;0,057;0,38;50;185;0,9978;3,39;0,06;0,38;9,6;0,12;6
1739;1,8;0,054;0,38;19;101;0,9946;3,24;0,54;0,44;10;0,1;5
1740;1,05;0,032;0,38;4;55;0,9908;2,91;0,82;0,32;11,4;0,09;4
1741;6,5;0,061;0,38;23;150;0,9954;3,14;0,26;0,45;9,6;0,11;6
1742;2;0,038;0,38;28;152;0,9906;3,18;0,48;0,32;12,9;0,09;6
1743;14,9;0,039;0,38;47;142;0,99705;3,14;0,88;0,35;9,7;0,12;6
1744;10;0,042;0,38;33;169;0,9982;3,23;0,91;0,51;9,3;0,12;6
1745;1,1;0,133;0,38;52;136;0,9932;3,1;0,77;0,3;9,1;0,11;5
1746;12;0,053;0,38;46;238;0,9977;3,16;0,76;0,48;8,6;0,13;5
1747;4,8;0,05;0,38;33;87;0,994;3,14;0,33;0,42;9,9;0,11;5
1748;10;0,042;0,38;33;169;0,9982;3,23;0,89;0,51;9,3;0,11;6
1749;1,2;0,044;0,38;20;102;0,9929;3,28;0,17;0,42;10,9;0,1;5
1750;1,5;0,056;0,38;45;135;0,9924;3,2;1,00;0,43;10,2;0,11;6
1751;10,4;0,045;0,38;44;174;0,9966;3,11;0,35;0,57;9,7;0,11;6
1752;2,5;0,046;0,38;40;153;0,9921;3,38;0,44;0,51;11,4;0,11;7
1753;12,3;0,045;0,38;53;197;0,9967;3,24;0,42;0,54;9,5;0,11;6
1754;1,4;0,049;0,38;43;141;0,9934;3,42;1,00;0,54;10,2;0,11;7
1755;2,2;0,042;0,38;33;93;0,9914;3,31;0,24;0,43;11,1;0,1;6
1756;14,9;0,039;0,38;47;142;0,99705;3,14;0,66;0,35;9,7;0,11;6
1757;8;0,053;0,38;54;202;0,9961;3,22;0,35;0,43;9,3;0,13;5
1758;8,6;0,056;0,38;56;215;0,9967;3,17;0,95;0,44;8,8;0,13;5
1759;1,2;0,038;0,38;12;53;0,9926;2,8;0,66;0,46;10,6;0,1;5
1760;8,7;0,046;0,38;81;224;0,99605;3,17;0,93;0,44;9,3;0,12;5
1761;5,4;0,042;0,38;67;181;0,99435;3,31;0,23;0,35;10,2;0,11;6
1762;5,7;0,044;0,38;31;124;0,9948;3,16;0,69;0,51;10,2;0,11;6
1763;1,5;0,037;0,38;20;98;0,9916;3,46;0,48;0,42;11;0,1;7
1764;10,9;0,037;0,38;18;112;0,997;3,4;0,75;0,5;9,6;0,12;6
1765;8;0,053;0,38;54;202;0,9961;3,22;0,65;0,43;9,3;0,11;5
1766;8,6;0,056;0,38;56;215;0,9967;3,17;0,03;0,44;8,8;0,13;5
1767;7,7;0,054;0,38;56;209;0,9961;3,17;0,04;0,45;8,8;0,13;5
1768;1,7;0,051;0,38;50;179;0,9955;3,28;0,87;0,69;8,9;0,12;5
1769;1,4;0,048;0,38;58;144;0,9922;3,17;0,29;0,38;10;0,1;5
1770;4,5;0,046;0,38;33;102;0,9918;3,16;0,55;0,56;12,2;0,1;7
1771;9,9;0,059;0,38;33;181;0,9955;3,04;0,54;0,42;10,9;0,11;6
1772;1,4;0,041;0,38;40;141;0,9941;3,34;0,12;0,72;9,5;0,12;6
1773;9,5;0,059;0,38;32;178;0,9955;3,04;0,82;0,43;10,9;0,11;6
1774;9,9;0,059;0,38;33;181;0,9955;3,04;0,04;0,42;10,9;0,1;6
1775;3;0,054;0,38;33;99;0,9924;3,16;0,09;0,4;10,8;0,1;6
1776;19,6;0,03;0,38;28;135;0,9973;3,24;0,46;0,4;12;0,09;6
1777;14;0,069;0,38;42;163;0,999;3,56;0,67;0,47;9,8;0,12;5
1778;1,4;0,041;0,38;40;141;0,9941;3,34;0,05;0,72;9,5;0,11;6
1779;1,8;0,034;0,38;43;150;0,9922;3,42;0,68;0,69;11;0,1;8
1780;1,8;0,034;0,38;43;150;0,9922;3,42;0,62;0,69;11;0,1;8
1781;5,4;0,052;0,38;47;150;0,9953;3,24;0,57;0,38;9,8;0,12;5
1782;1,8;0,051;0,38;13;200;0,9945;3,49;0,93;0,44;10,5;0,1;4
1783;9,25;0,034;0,38;73;142;0,9945;3,05;0,60;0,37;11,4;0,09;6
1784;1,5;0,067;0,38;17;100;0,9957;3,27;0,86;0,57;10,1;0,12;6
1785;6,8;0,038;0,38;54;127;0,9932;3,33;0,27;0,46;11,6;0,11;7
1786;9,25;0,034;0,38;73;142;0,9945;3,05;0,14;0,37;11,4;0,1;6
1787;2,6;0,04;0,38;29;115;0,9913;3,07;0,66;0,52;11,8;0,1;7
1788;2,1;0,033;0,38;50;158;0,9909;3,33;0,45;0,43;12,1;0,1;7
1789;7,6;0,035;0,38;37;122;0,9939;3,16;0,99;0,34;12;0,09;5
1790;1,6;0,026;0,38;26;189;0,991;3,08;0,86;0,74;12,1;0,1;7
1791;1,4;0,042;0,38;26;176;0,9954;3,15;0,94;0,46;9,1;0,11;5
1792;1,6;0,054;0,38;25;117;0,9943;3,36;0,07;0,5;9,3;0,11;5
1793;1,4;0,056;0,38;21;153;0,993;3,2;0,55;0,53;10,4;0,11;6
1794;17,95;0,062;0,38;42;187;1,0002;3,27;0,86;0,64;9,1;0,11;5
1795;2;0,064;0,38;23;120;0,9946;3,32;0,39;0,54;9,4;0,11;5
1796;6,3;0,061;0,38;22;149;0,9953;3,16;0,67;0,47;9,6;0,12;6
1797;1,4;0,037;0,38;27;126;0,9918;3,19;0,55;0,62;12;0,1;5
1798;9,05;0,039;0,38;37;128;0,9936;3,27;0,57;0,34;11,3;0,1;8
1799;15,4;0,073;0,38;56;173;0,9984;3,06;0,90;0,41;8,7;0,13;6
1800;7,1;0,04;0,38;35;162;0,9956;3,39;0,38;0,58;9,9;0,1;6
1801;10,2;0,049;0,38;57;191;0,9966;3,08;0,84;0,4;9,3;0,12;6
1802;1,6;0,042;0,38;14;67;0,9942;3,07;0,48;0,32;9,5;0,11;5
1803;15,4;0,073;0,38;56;173;0,9984;3,06;0,00;0,41;8,7;0,13;6
1804;7,1;0,04;0,38;35;162;0,9956;3,39;0,07;0,58;9,9;0,12;6
1805;10,2;0,049;0,38;57;191;0,9966;3,08;0,41;0,4;9,3;0,11;6
1806;12,4;0,065;0,38;29;119;0,9974;3,16;0,37;0,39;9,4;0,12;5
1807;3,4;0,046;0,38;9;116;0,9944;3,15;0,19;0,41;9,4;0,11;5
1808;15;0,053;0,38;60;184;1,0008;3,28;0,69;0,79;8,8;0,13;6
1809;12,4;0,065;0,38;29;119;0,9974;3,16;0,10;0,39;9,4;0,12;5
1810;15;0,053;0,38;60;184;1,0008;3,28;0,42;0,79;8,8;0,12;6
1811;1,5;0,049;0,38;39;184;0,9928;3,18;0,29;0,41;9,9;0,12;6
1812;3,4;0,046;0,38;9;116;0,9944;3,15;0,65;0,41;9,4;0,12;5
1813;4,8;0,042;0,38;24;72;0,9908;3,29;0,26;0,37;12,6;0,1;6
1814;1,2;0,038;0,38;18;110;0,9917;3,19;0,47;0,43;11,1;0,11;6
1815;4,1;0,03;0,38;31;100;0,9911;3;0,52;0,32;12,8;0,08;7
1816;2,8;0,038;0,38;10;164;0,9912;3,09;0,73;0,53;12;0,08;6
1817;13,9;0,029;0,38;34;131;0,9953;3,36;0,44;0,5;12;0,09;7
1818;0,8;0,034;0,38;46;114;0,9932;3,19;0,32;0,34;9,2;0,13;4
1819;1;0,032;0,38;27;96;0,9896;3,38;0,31;0,44;12,3;0,09;6
1820;1,2;0,032;0,38;38;131;0,9889;3,19;0,26;0,41;13;0,09;6
1821;2,8;0,038;0,38;10;164;0,9912;3,09;0,10;0,53;12;0,09;6
1822;1,7;0,035;0,38;23;110;0,9926;3,07;0,46;0,38;10,9;0,11;5
1823;4,1;0,03;0,38;31;100;0,9911;3;0,94;0,32;12,8;0,08;7
1824;6,3;0,054;0,38;34;231;0,9964;3,36;0,98;0,54;10;0,1;6
1825;11,5;0,033;0,38;35;165;0,9974;3,22;0,26;0,32;9;0,12;5
1826;1,5;0,034;0,38;13;84;0,9944;3,42;0,65;0,6;10,4;0,1;5
1827;11,5;0,033;0,38;35;165;0,9974;3,22;0,98;0,32;9;0,13;5
1828;6,3;0,054;0,38;34;231;0,9964;3,36;0,87;0,54;10;0,11;6
1829;6,3;0,051;0,38;35;240;0,9963;3,36;0,63;0,54;10;0,12;6
1830;11,2;0,031;0,38;41;167;0,9948;3,12;0,13;0,43;11,3;0,1;7
1831;11,2;0,031;0,38;41;167;0,9948;3,12;0,59;0,43;11,3;0,09;7
1832;15,1;0,03;0,38;34;153;0,9953;3,13;0,55;0,51;12;0,08;7
1833;11,2;0,031;0,38;41;167;0,9948;3,12;0,78;0,43;11,3;0,1;7
1834;15,1;0,03;0,38;34;153;0,9953;3,13;0,87;0,51;12;0,09;7
1835;5,6;0,044;0,38;43;160;0,9949;3,6;0,37;0,41;10,6;0,1;6
1836;12,6;0,211;0,38;37;213;0,9988;2,99;0,02;0,56;9,3;0,12;5
1837;5,7;0,123;0,38;27;104;0,9954;3,04;0,03;0,54;9,4;0,13;6
1838;2,2;0,037;0,38;37;102;0,992;3,27;0,27;0,64;11;0,1;7
1839;11;0,052;0,38;53;247;0,9984;3,44;0,96;0,55;9,3;0,11;6
1840;5,7;0,123;0,38;27;104;0,9954;3,04;0,16;0,54;9,4;0,13;6
1841;1;0,054;0,38;24;164;0,9926;3,42;0,98;0,51;10,5;0,11;5
1842;2,2;0,037;0,38;37;102;0,992;3,27;0,60;0,64;11;0,11;7
1843;11,8;0,039;0,38;96;249;0,9976;3,07;0,77;0,52;9,5;0,11;6
1844;7,8;0,059;0,38;32;139;0,9972;3,33;0,69;0,77;11,2;0,11;6
1845;4,7;0,029;0,38;21;94;0,991;3,29;0,01;0,62;12,3;0,09;6
1846;11,5;0,049;0,38;44;157;0,998;3,27;0,67;0,44;9;0,13;5
1847;7,9;0,041;0,38;62;180;0,9966;3,07;0,21;0,38;9;0,12;5
1848;11,5;0,049;0,38;44;157;0,998;3,27;0,51;0,44;9;0,13;5
1849;17,8;0,052;0,38;34;243;1,0007;2,98;0,66;0,82;9;0,13;5
1850;1,7;0,042;0,38;48;189;0,992;3,25;0,59;0,42;11,4;0,1;6
1851;1,6;0,046;0,38;50;181;0,9925;3,2;0,13;0,42;11;0,11;7
1852;4,7;0,029;0,38;21;94;0,991;3,29;0,55;0,62;12,3;0,09;6
1853;1,6;0,049;0,38;36;127;0,9934;3,6;0,22;0,67;10,4;0,11;7
1854;2,4;0,058;0,38;16;107;0,9955;3,28;0,85;0,59;10,3;0,12;5
1855;6,4;0,048;0,38;44;172;0,9944;3,29;0,31;0,55;10,5;0,1;7
1856;14;0,053;0,38;83;197;0,9981;3,14;0,34;0,45;9,8;0,11;6
1857;1,6;0,056;0,38;34;181;0,9968;3,11;0,60;0,46;10;0,11;4
1858;1,6;0,056;0,38;13;176;0,9946;3,14;0,21;0,47;9,7;0,12;5
1859;1,4;0,056;0,38;14;171;0,9946;3,13;0,68;0,47;9,7;0,11;5
1860;14;0,053;0,38;83;197;0,9981;3,14;0,16;0,45;9,8;0,11;6
1861;4,7;0,046;0,38;57;161;0,9946;3,32;0,87;0,66;10,5;0,11;6
1862;10,2;0,054;0,38;78;186;0,997;3,14;0,74;0,46;10;0,11;6
1863;2,3;0,054;0,38;22;104;0,9924;3,24;0,06;0,92;11,5;0,09;7
1864;7,8;0,049;0,38;57;202;0,9958;3,24;0,84;0,39;9,5;0,12;5
1865;2,4;0,042;0,38;25;122;0,994;3,43;0,33;0,61;10,5;0,1;6
1866;8,3;0,255;0,38;28;142;0,9958;3,12;0,65;0,43;10,2;0,1;6
1867;13,9;0,05;0,38;45;199;0,9984;3,34;0,15;0,5;9,8;0,1;6
1868;13,8;0,031;0,38;34;137;0,9948;3,1;0,11;0,37;11,6;0,1;6
1869;7,3;0,031;0,38;41;144;0,9932;3,15;0,37;0,38;11,8;0,1;7
1870;8,5;0,035;0,38;41;140;0,9952;3,04;0,47;0,37;10,1;0,11;7
1871;1,8;0,049;0,38;35;163;0,9924;3,31;0,04;0,5;10,3;0,11;6
1872;5,1;0,048;0,38;38;168;0,9945;3,34;0,22;0,49;10,4;0,11;6
1873;16,05;0,047;0,38;26;166;0,9976;3,09;0,14;0,46;8,9;0,12;5
1874;16,05;0,047;0,38;26;166;0,9976;3,09;0,34;0,46;8,9;0,12;5
1875;7,35;0,034;0,38;37;154;0,9938;3,06;0,32;0,31;10,8;0,11;5
1876;16,05;0,058;0,38;16;165;0,9997;3,38;0,17;0,6;9,2;0,13;5
1877;2;0,053;0,38;48;140;0,994;3,18;0,77;0,49;9,6;0,11;6
1878;1,2;0,032;0,38;21;78;0,9921;3,08;0,31;0,37;10,4;0,1;6
1879;14;0,043;0,38;41;248;0,9986;3,03;0,46;0,57;8,7;0,13;6
1880;16,2;0,043;0,38;14;103;0,9987;3,06;0,76;0,36;9,2;0,12;6
1881;14,3;0,045;0,38;45;213;0,9991;3,18;0,57;0,63;9,2;0,13;5
1882;16,2;0,043;0,38;14;103;0,9987;3,06;0,88;0,36;9,2;0,12;6
1883;14,3;0,045;0,38;45;213;0,9991;3,18;0,19;0,63;9,2;0,11;5
1884;14,3;0,045;0,38;45;213;0,9991;3,18;0,78;0,63;9,2;0,13;5
1885;7,9;0,029;0,38;34;124;0,9948;3,4;0,75;0,39;10,2;0,11;5
1886;16,2;0,043;0,38;14;103;0,9987;3,06;0,75;0,36;9,2;0,12;6
1887;1;0,036;0,38;39;107;0,993;3,2;0,10;0,32;9;0,12;5
1888;13,6;0,05;0,38;41;178;0,9988;3,37;0,80;0,43;9,7;0,1;5
1889;17,85;0,049;0,38;50;185;1;3,34;0,48;0,42;9,6;0,11;5
1890;1,3;0,036;0,38;24;112;0,9932;3,14;0,96;0,76;10;0,1;5
1891;14,3;0,045;0,38;45;213;0,9991;3,18;0,16;0,63;9,2;0,12;5
1892;13,7;0,045;0,38;44;197;0,9989;3,18;0,45;0,64;9,1;0,12;5
1893;18,3;0,046;0,38;40;142;1;3,3;0,46;0,41;8,7;0,12;5
1894;18,3;0,046;0,38;40;142;1;3,3;0,38;0,41;8,7;0,13;5
1895;6,5;0,056;0,38;31;161;0,9952;3,14;0,04;0,44;9,5;0,11;5
1896;10,3;0,039;0,38;73;212;0,9969;2,93;0,62;0,49;9,5;0,12;6
1897;8,1;0,037;0,38;53;166;0,9966;2,9;0,43;0,41;8,9;0,13;6
1898;8,1;0,037;0,38;53;166;0,9966;2,9;0,74;0,41;8,9;0,13;6
1899;8,6;0,053;0,38;15;89;0,9976;3,29;0,53;0,64;9,9;0,12;6
1900;1,9;0,03;0,38;41;104;0,99;3,29;0,72;0,62;12,6;0,09;7
1901;14,1;0,033;0,38;45;166;0,9988;2,72;0,09;0,43;9,7;0,12;6
1902;7,9;0,039;0,38;14;118;0,9942;2,96;0,13;0,34;10,4;0,1;5
1903;10,7;0,04;0,38;26;183;0,9984;2,93;0,50;0,49;9,1;0,11;6
1904;1,2;0,04;0,38;25;106;0,9932;3,01;0,79;0,55;10,4;0,11;5
1905;10,3;0,039;0,38;73;212;0,9969;2,93;0,67;0,49;9,5;0,11;6
1906;8,1;0,037;0,38;53;166;0,9966;2,9;0,38;0,41;8,9;0,11;6
1907;1,9;0,037;0,38;16;120;0,9933;3,16;0,09;0,69;10,6;0,1;5
1908;2,7;0,029;0,38;64;158;0,9916;3,12;0,25;0,59;12;0,1;7
1909;5,7;0,038;0,38;26;98;0,9914;2,93;0,15;0,59;12,5;0,09;7
1910;9,3;0,062;0,38;40;126;0,9966;3,21;0,57;0,39;9,6;0,12;5
1911;8,1;0,045;0,38;54;180;0,9958;3,08;0,50;0,42;9,2;0,12;5
1912;1,3;0,041;0,38;20;71;0,9926;3,04;0,39;0,74;9,9;0,11;6
1913;8,5;0,036;0,38;20;112;0,9939;2,96;0,75;0,46;11,7;0,1;6
1914;2,1;0,049;0,38;21;153;0,9953;3,09;0,11;0,5;9,6;0,12;6
1915;3,5;0,033;0,38;27;135;0,9906;3;0,08;0,37;12;0,09;6
1916;5,7;0,038;0,38;26;98;0,9914;2,93;0,35;0,59;12,5;0,08;7
1917;8,1;0,045;0,38;54;180;0,9958;3,08;0,61;0,42;9,2;0,12;5
1918;1,3;0,041;0,38;20;71;0,9926;3,04;0,40;0,74;9,9;0,11;6
1919;14,4;0,044;0,38;54;177;0,9991;3,17;0,87;0,58;8,9;0,13;6
1920;13,7;0,049;0,38;56;189;0,9994;3,24;0,26;0,66;9;0,12;6
1921;11,1;0,052;0,38;52,5;158;0,9976;3,03;0,05;0,49;10,2;0,1;7
1922;9,3;0,062;0,38;40;126;0,9966;3,21;0,08;0,39;9,6;0,12;5
1923;4,9;0,055;0,38;27;127;0,9953;3,29;0,81;0,41;9,4;0,12;5
1924;1,7;0,028;0,38;10;59;0,9923;2,97;0,55;0,48;10,4;0,1;5
1925;1,6;0,032;0,38;6;106;0,993;3,15;0,96;0,4;10,4;0,1;4
1926;1,4;0,204;0,38;15;97;0,9931;3,16;0,42;0,43;10;0,12;6
1927;1,4;0,208;0,38;14;96;0,9932;3,16;0,15;0,43;10;0,11;6
1928;1,6;0,052;0,38;46;169;0,9926;3,05;0,77;0,41;10,5;0,11;5
1929;6,8;0,047;0,38;47;193;0,9938;3,23;0,11;0,39;11,4;0,1;6
1930;9,7;0,036;0,38;46;172;0,9966;3,08;0,24;0,4;10,2;0,1;5
1931;10,5;0,043;0,38;49;228;0,9974;3,04;0,69;0,41;10,4;0,1;6
1932;2;0,047;0,38;146,5;307,5;0,9924;3,24;0,70;0,37;11;0,1;3
1933;6,2;0,042;0,38;15;93;0,9948;2,89;0,27;0,34;10,1;0,1;6
1934;8,3;0,083;0,38;27;182;0,9964;3;0,46;0,35;9,2;0,12;5
1935;1,6;0,04;0,38;25;87;0,9924;3,23;0,24;0,66;10,3;0,11;6
1936;9,7;0,036;0,38;46;172;0,9966;3,08;0,75;0,4;10,2;0,1;5
1937;10,5;0,043;0,38;49;228;0,9974;3,04;0,30;0,41;10,4;0,1;6
1938;4,6;0,08;0,38;34;172;0,9938;3,23;0,64;0,39;11,1;0,1;7
1939;1,2;0,031;0,38;27;84;0,9928;3,33;0,08;0,34;9,9;0,11;5
1940;7,6;0,052;0,38;35;143;0,9959;3,14;0,63;0,38;9;0,12;5
1941;15;0,052;0,38;35;256;1,0001;2,93;0,10;0,64;8,6;0,14;5
1942;7,6;0,052;0,38;35;143;0,9959;3,14;0,07;0,38;9;0,13;5
1943;15;0,052;0,38;35;256;1,0001;2,93;0,09;0,64;8,6;0,13;5
1944;11,6;0,041;0,38;48;195;0,9968;3,18;0,13;0,52;9,5;0,11;5
1945;1,1;0,051;0,38;61;197;0,9932;3,02;0,52;0,4;9;0,11;5
1946;7,8;0,049;0,38;39;152;0,9954;2,99;0,56;0,58;10;0,12;6
1947;12;0,066;0,38;57;158;0,9992;3,6;0,54;0,43;9;0,11;6
1948;1,1;0,051;0,38;61;197;0,9932;3,02;0,81;0,4;9;0,13;5
1949;1,4;0,046;0,38;37;135;0,9939;3,34;0,60;0,57;10,2;0,1;7
1950;6,7;0,054;0,38;29;160;0,9952;3,04;0,88;0,44;9,6;0,11;5
1951;17,2;0,036;0,38;49;219;0,9996;2,96;0,73;0,46;9,7;0,12;5
