ID;fixed acidity;volatile acidity;citric acid
4797;6,4;0,105;0,29
4798;5,7;0,33;0,32
4799;5,9;0,32;0,19
4800;6,2;0,26;0,2
4801;6;0,2;0,33
4802;6,4;0,105;0,29
4803;5,8;0,28;0,34
4804;6,4;0,31;0,5
4805;6;0,35;0,46
4806;5,1;0,26;0,34
4807;6,6;0,28;0,09
4808;6;0,17;0,3
4809;7,3;0,35;0,67
4810;6;0,26;0,24
4811;5,4;0,375;0,4
4812;7;0,17;0,42
4813;5,1;0,26;0,33
4814;5,8;0,36;0,5
4815;5,7;0,4;0,35
4816;6,2;0,76;0,01
4817;6,1;0,41;0,2
4818;5,8;0,385;0,25
4819;6;0,27;0,4
4820;5,7;0,4;0,35
4821;5,8;0,36;0,5
4822;7;0,24;0,47
4823;6,8;0,23;0,48
4824;6,5;0,28;0,34
4825;6,4;0,23;0,35
4826;6;0,34;0,29
4827;6;0,34;0,29
4828;6,7;0,22;0,33
4829;6,4;0,23;0,35
4830;6;0,32;0,33
4831;5,8;0,29;0,27
4832;5,8;0,38;0,26
4833;5,9;0,32;0,26
4834;5,6;0,33;0,28
4835;5,9;0,37;0,3
4836;5,6;0,295;0,26
4837;6,7;0,5;0,36
4838;6,5;0,28;0,38
4839;5,3;0,275;0,24
4840;5,2;0,405;0,15
4841;6,8;0,34;0,36
4842;5,7;0,22;0,25
4843;6,2;0,28;0,57
4844;5,6;0,34;0,25
4845;4,8;0,29;0,23
4846;6,6;0,38;0,29
4847;5,1;0,3;0,3
4848;4,4;0,54;0,09
4849;7;0,36;0,35
4850;6,4;0,33;0,44
4851;7;0,36;0,35
4852;6,4;0,33;0,44
4853;6,2;0,23;0,38
4854;5,2;0,25;0,23
4855;6,2;0,35;0,29
4856;7,1;0,23;0,39
4857;7,1;0,23;0,39
4858;7,5;0,38;0,33
4859;6,4;0,35;0,51
4860;6;0,43;0,34
4861;6;0,52;0,33
4862;5,5;0,31;0,29
4863;5,9;0,22;0,3
4864;6,2;0,36;0,32
4865;6;0,41;0,23
4866;6,2;0,355;0,35
4867;5,7;0,41;0,21
4868;5,3;0,6;0,34
4869;5,8;0,23;0,31
4870;6,6;0,24;0,33
4871;6,1;0,32;0,28
4872;5;0,2;0,4
4873;6;0,42;0,41
4874;5,7;0,21;0,32
4875;5,6;0,2;0,36
4876;7,4;0,22;0,26
4877;6,2;0,38;0,42
4878;5,9;0,54;0
4879;6,2;0,53;0,02
4880;6,6;0,34;0,4
4881;6,6;0,34;0,4
4882;5;0,235;0,27
4883;5,5;0,32;0,13
4884;4,9;0,47;0,17
4885;6,5;0,33;0,38
4886;6,6;0,34;0,4
4887;6,2;0,21;0,28
4888;6,2;0,41;0,22
4889;6,8;0,22;0,36
4890;4,9;0,235;0,27
4891;6,1;0,34;0,29
4892;5,7;0,21;0,32
4893;6,5;0,23;0,38
4894;6,2;0,21;0,29
4895;6,6;0,32;0,36
4896;6,5;0,24;0,19
4897;5,5;0,29;0,3
4898;6;0,21;0,38
